1659448122397,0
1659448122403,0
1659448122416,0
1659448122431,0
1659448122448,0
1659448122462,0
1659448122478,0
1659448122495,0
1659448122512,0
1659448122529,0
1659448122545,0
1659448122561,0
1659448122578,0
1659448122595,0
1659448122612,0
1659448122628,0
1659448122644,0
1659448122661,0
1659448122678,0
1659448122710,0
1659448122728,0
1659448122744,0
1659448122761,0
1659448122778,0
1659448122795,0
1659448122811,0
1659448122828,0
1659448122845,0
1659448122862,0
1659448122878,0
1659448122895,0
1659448122911,0
1659448122928,0
1659448122945,0
1659448122962,0
1659448122979,0
1659448122995,0
1659448123011,0
1659448123028,0
1659448123045,0
1659448123064,0
1659448123078,0
1659448123095,0
1659448123111,0
1659448123128,0
1659448123145,0
1659448123162,0
1659448123178,0
1659448123195,0
1659448123211,0
1659448123228,0
1659448123245,0
1659448123262,0
1659448123278,0
1659448123295,0
1659448123311,0
1659448123329,0
1659448123345,0
1659448123362,0
1659448123378,0
1659448123395,0
1659448123410,0
1659448123427,0
1659448123443,0
1659448123460,0
1659448123477,0
1659448123494,0
1659448123511,0
1659448123527,0
1659448123544,0
1659448123561,0
1659448123578,0
1659448123595,0
1659448123611,0
1659448123628,0
1659448123645,0
1659448123661,0
1659448123678,0
1659448123695,0
1659448123711,0
1659448123728,0
1659448123745,0
1659448123761,0
1659448123778,0
1659448123795,0
1659448123811,0
1659448123828,0
1659448123845,0
1659448123861,0
1659448123878,0
1659448123895,0
1659448123911,0
1659448123927,0
1659448123945,0
1659448123961,0
1659448123978,0
1659448123994,0
1659448124011,0
1659448124029,0
1659448124046,0
1659448124062,0
1659448124078,0
1659448124094,0
1659448124111,0
1659448124127,0
1659448124144,0
1659448124161,0
1659448124178,0
1659448124195,0
1659448124211,0
1659448124228,0
1659448124245,0
1659448124261,0
1659448124278,0
1659448124294,0
1659448124311,0
1659448124331,0
1659448124348,0
1659448124366,0
1659448124382,0
1659448124399,0
1659448124416,0
1659448124432,0
1659448124449,0
1659448124465,0
1659448124482,0
1659448124498,0
1659448124516,0
1659448124532,0
1659448124549,0
1659448124565,0
1659448124582,0
1659448124598,0
1659448124617,0
1659448124632,0
1659448124648,0
1659448124666,0
1659448124683,0
1659448124699,0
1659448124716,0
1659448124732,0
1659448124748,0
1659448124765,0
1659448124781,0
1659448124799,0
1659448124815,0
1659448124833,0
1659448124850,0
1659448124866,0
1659448124882,0
1659448124899,0
1659448124915,0
1659448124932,0
1659448124949,0
1659448124965,0
1659448124982,0
1659448124999,0
1659448125016,0
1659448125032,0
1659448125049,0
1659448125065,0
1659448125082,0
1659448125099,0
1659448125115,0
1659448125132,0
1659448125149,0
1659448125166,0
1659448125182,0
1659448125199,0
1659448125216,0
1659448125233,0
1659448125249,0
1659448125266,0
1659448125281,0
1659448125299,0
1659448125315,0
1659448125333,0
1659448125348,0
1659448125366,0
1659448125382,0
1659448125399,0
1659448125416,0
1659448125428,0
1659448125445,0
1659448125462,0
1659448125478,0
1659448125495,0
1659448125511,0
