1659446392473,0
1659446392482,0
1659446392493,0
1659446392503,0
1659446392520,0
1659446392540,0
1659446392554,0
1659446392568,0
1659446392585,0
1659446392602,0
1659446392619,0
1659446392635,0
1659446392652,0
1659446392669,0
1659446392685,0
1659446392718,0
1659446392736,0
1659446392752,0
1659446392769,0
1659446392786,0
1659446392802,0
1659446392818,0
1659446392835,0
1659446392852,0
1659446392869,0
1659446392885,0
1659446392902,0
1659446392919,0
1659446392936,0
1659446392952,0
1659446392969,0
1659446392985,0
1659446393002,0
1659446393019,0
1659446393035,0
1659446393052,0
1659446393069,0
1659446393085,0
1659446393102,0
1659446393118,0
1659446393135,0
1659446393152,0
1659446393168,0
1659446393185,0
1659446393202,0
1659446393218,0
1659446393235,0
1659446393252,0
1659446393268,0
1659446393285,0
1659446393302,0
1659446393318,0
1659446393335,0
1659446393352,0
1659446393368,0
1659446393385,0
1659446393402,0
1659446393418,0
1659446393435,0
1659446393452,0
1659446393468,0
1659446393511,0
1659446393538,0
1659446393553,0
1659446393570,0
1659446393594,0
1659446393603,0
1659446393623,0
1659446393640,0
1659446393656,0
1659446393673,0
1659446393687,0
1659446393703,0
1659446393719,0
1659446393736,0
1659446393752,0
1659446393772,0
1659446393789,0
1659446393804,0
1659446393822,0
1659446393839,0
1659446393852,0
1659446393870,0
1659446393887,0
1659446393902,0
1659446393919,0
1659446393936,0
1659446393953,0
1659446393969,0
1659446393986,0
1659446394003,0
1659446394019,0
1659446394036,0
1659446394053,0
1659446394086,0
1659446394117,0
1659446394135,0
1659446394151,0
1659446394168,0
1659446394185,0
1659446394203,0
1659446394219,0
1659446394234,0
1659446394251,0
1659446394270,0
1659446394285,0
1659446394301,0
1659446394319,0
1659446394334,0
1659446394353,0
1659446394369,0
1659446394385,0
1659446394401,0
1659446394420,0
1659446394435,0
1659446394452,0
1659446394470,0
1659446394485,0
1659446394501,0
1659446394520,0
1659446394536,0
1659446394552,0
1659446394571,0
1659446394585,0
1659446394620,0
1659446394644,0
1659446394656,0
1659446394672,0
1659446394688,0
1659446394723,0
1659446394740,0
1659446394756,0
1659446394773,0
1659446394790,0
1659446394808,0
1659446394823,0
1659446394841,0
1659446394857,0
1659446394873,0
1659446394890,0
1659446394907,0
1659446394924,0
1659446394941,0
1659446394957,0
1659446394973,0
1659446394990,0
1659446395007,0
1659446395024,0
1659446395039,0
1659446395056,0
1659446395072,0
1659446395090,0
1659446395108,0
1659446395124,0
1659446395143,0
1659446395157,0
1659446395174,0
1659446395189,0
1659446395217,0
1659446395252,0
1659446395270,0
1659446395285,0
1659446395301,0
1659446395320,0
1659446395335,0
1659446395352,0
1659446395369,0
1659446395385,0
1659446395401,0
1659446395420,0
1659446395435,0
1659446395451,0
1659446395470,0
1659446395484,0
1659446395503,0
1659446395519,0
1659446395535,0
1659446395551,0
1659446395571,0
1659446395584,0
1659446395601,0
1659446395618,0
1659446395637,0
1659446395653,0
1659446395670,0
1659446395685,0
1659446395703,0
1659446395719,0
1659446395735,0
1659446395751,0
1659446395771,0
1659446395785,0
1659446395801,0
1659446395821,0
1659446395835,0
1659446395851,0
1659446395871,0
1659446395885,0
1659446395901,0
1659446395921,0
1659446395934,0
1659446395952,0
1659446395969,0
1659446395987,0
1659446396001,0
1659446396021,0
1659446396035,0
1659446396054,0
1659446396068,0
1659446396085,0
1659446396101,0
1659446396119,0
1659446396136,0
1659446396151,0
1659446396170,0
1659446396184,0
1659446396201,0
1659446396221,0
1659446396234,0
1659446396253,0
1659446396270,0
1659446396287,0
1659446396304,0
1659446396320,0
1659446396337,0
1659446396353,0
1659446396370,0
1659446396385,0
1659446396402,0
1659446396420,0
1659446396437,0
1659446396454,0
1659446396469,0
1659446396487,0
1659446396501,0
1659446396521,0
1659446396535,0
1659446396551,0
1659446396570,0
