data(in decimal), ISI(10 us)
8,0
8,100
8,100
8,100
8,100
8,100
8,100
8,100
8,100
8,100
8,100
192,1000
192,100
192,100
192,100
192,1000
192,100
192,100
192,100
192,100
8,100
8,100
192,100
192,1000
192,100
192,100
192,100
192,100
192,100
192,100
192,100
192,100
8,100
8,100
192,100
192,100
192,100
192,100
192,100
192,100
192,100
192,100
192,100
192,100
8,100
8,100
192,100
192,100
192,1000
192,1000
192,100
192,100
8,100
8,100
8,100
8,100
8,100
8,100
8,100
